m/z,Formula,ID,IsotopeLabel,Ion form,Compound
117.0103971,C4H4O4,11,C13-label-2,[M-H]-,Maleic acid_isomer
118.0137519,C4H4O4,11,C13-label-3,[M-H]-,Maleic acid_isomer
119.0171067,C4H4O4,11,C13-label-4,[M-H]-,Maleic acid_isomer
127.0513034,C5H8N2O2,12,C12 PARENT,[M-H]-,Pyroglutamine_isomer
128.0546582,C5H8N2O2,12,C13-label-1,[M-H]-,Pyroglutamine_isomer
129.0580131,C5H8N2O2,12,C13-label-2,[M-H]-,Pyroglutamine_isomer
130.0613679,C5H8N2O2,12,C13-label-3,[M-H]-,Pyroglutamine_isomer
131.0647227,C5H8N2O2,12,C13-label-4,[M-H]-,Pyroglutamine_isomer
132.0680776,C5H8N2O2,12,C13-label-5,[M-H]-,Pyroglutamine_isomer
128.0353204,C5H7NO3,13,C12 PARENT,[M-H]-,Oxoproline_isomer
129.0386752,C5H7NO3,13,C13-label-1,[M-H]-,Oxoproline_isomer
130.0420301,C5H7NO3,13,C13-label-2,[M-H]-,Oxoproline_isomer
131.0453849,C5H7NO3,13,C13-label-3,[M-H]-,Oxoproline_isomer
132.0487397,C5H7NO3,13,C13-label-4,[M-H]-,Oxoproline_isomer
133.0520946,C5H7NO3,13,C13-label-5,[M-H]-,Oxoproline_isomer
130.0509704,C5H9NO3,14,C12 PARENT,[M-H]-,Hydroxyproline_isomer
131.0543252,C5H9NO3,14,C13-label-1,[M-H]-,Hydroxyproline_isomer
132.0576801,C5H9NO3,14,C13-label-2,[M-H]-,Hydroxyproline_isomer
133.0610349,C5H9NO3,14,C13-label-3,[M-H]-,Hydroxyproline_isomer
134.0643897,C5H9NO3,14,C13-label-4,[M-H]-,Hydroxyproline_isomer
135.0677446,C5H9NO3,14,C13-label-5,[M-H]-,Hydroxyproline_isomer
131.0826034,C5H12N2O2,15,C12 PARENT,[M-H]-,Ornithine_isomer
132.0859582,C5H12N2O2,15,C13-label-1,[M-H]-,Ornithine_isomer
133.0893131,C5H12N2O2,15,C13-label-2,[M-H]-,Ornithine_isomer
134.0926679,C5H12N2O2,15,C13-label-3,[M-H]-,Ornithine_isomer
135.0960227,C5H12N2O2,15,C13-label-4,[M-H]-,Ornithine_isomer
136.0993776,C5H12N2O2,15,C13-label-5,[M-H]-,Ornithine_isomer
132.0302364,C4H7NO4,16,C12 PARENT,[M-H]-,Aspartate
133.0335912,C4H7NO4,16,C13-label-1,[M-H]-,Aspartate
134.0369461,C4H7NO4,16,C13-label-2,[M-H]-,Aspartate
135.0403009,C4H7NO4,16,C13-label-3,[M-H]-,Aspartate
136.0436557,C4H7NO4,16,C13-label-4,[M-H]-,Aspartate
133.0142534,C4H6O5,17,C12 PARENT,[M-H]-,Malate
134.0176082,C4H6O5,17,C13-label-1,[M-H]-,Malate
135.0209631,C4H6O5,17,C13-label-2,[M-H]-,Malate
136.0243179,C4H6O5,17,C13-label-3,[M-H]-,Malate
137.0276727,C4H6O5,17,C13-label-4,[M-H]-,Malate
145.0506374,C6H10O4,18,C12 PARENT,[M-H]-,Dimethyl succinate
146.0539922,C6H10O4,18,C13-label-1,[M-H]-,Dimethyl succinate
147.0573471,C6H10O4,18,C13-label-2,[M-H]-,Dimethyl succinate
148.0607019,C6H10O4,18,C13-label-3,[M-H]-,Dimethyl succinate
149.0640567,C6H10O4,18,C13-label-4,[M-H]-,Dimethyl succinate
150.0674116,C6H10O4,18,C13-label-5,[M-H]-,Dimethyl succinate
151.0707664,C6H10O4,18,C13-label-6,[M-H]-,Dimethyl succinate
145.0618694,C5H10N2O3,19,C12 PARENT,[M-H]-,Glutamine
146.0652242,C5H10N2O3,19,C13-label-1,[M-H]-,Glutamine
147.0685791,C5H10N2O3,19,C13-label-2,[M-H]-,Glutamine
148.0719339,C5H10N2O3,19,C13-label-3,[M-H]-,Glutamine
149.0752887,C5H10N2O3,19,C13-label-4,[M-H]-,Glutamine
150.0786436,C5H10N2O3,19,C13-label-5,[M-H]-,Glutamine
146.0458864,C5H9NO4,20,C12 PARENT,[M-H]-,Glutamate
147.0492412,C5H9NO4,20,C13-label-1,[M-H]-,Glutamate
148.0525961,C5H9NO4,20,C13-label-2,[M-H]-,Glutamate
149.0559509,C5H9NO4,20,C13-label-3,[M-H]-,Glutamate
150.0593057,C5H9NO4,20,C13-label-4,[M-H]-,Glutamate
151.0626606,C5H9NO4,20,C13-label-5,[M-H]-,Glutamate
151.0261514,C5H4N4O2,21,C12 PARENT,[M-H]-,Xanthine_isomer
152.0295062,C5H4N4O2,21,C13-label-1,[M-H]-,Xanthine_isomer
153.0328611,C5H4N4O2,21,C13-label-2,[M-H]-,Xanthine_isomer
154.0362159,C5H4N4O2,21,C13-label-3,[M-H]-,Xanthine_isomer
155.0395707,C5H4N4O2,21,C13-label-4,[M-H]-,Xanthine_isomer
156.0429256,C5H4N4O2,21,C13-label-5,[M-H]-,Xanthine_isomer
154.0622024,C6H9N3O2,22,C12 PARENT,[M-H]-,Histidine_isomer
155.0655572,C6H9N3O2,22,C13-label-1,[M-H]-,Histidine_isomer
156.0689121,C6H9N3O2,22,C13-label-2,[M-H]-,Histidine_isomer
157.0722669,C6H9N3O2,22,C13-label-3,[M-H]-,Histidine_isomer
158.0756217,C6H9N3O2,22,C13-label-4,[M-H]-,Histidine_isomer
159.0789766,C6H9N3O2,22,C13-label-5,[M-H]-,Histidine_isomer
160.0823314,C6H9N3O2,22,C13-label-6,[M-H]-,Histidine_isomer
173.0567854,C6H10N2O4,23,C12 PARENT,[M-H]-,N-Acetylasparagine
174.0601402,C6H10N2O4,23,C13-label-1,[M-H]-,N-Acetylasparagine
175.0634951,C6H10N2O4,23,C13-label-2,[M-H]-,N-Acetylasparagine
176.0668499,C6H10N2O4,23,C13-label-3,[M-H]-,N-Acetylasparagine
177.0702047,C6H10N2O4,23,C13-label-4,[M-H]-,N-Acetylasparagine
178.0735596,C6H10N2O4,23,C13-label-5,[M-H]-,N-Acetylasparagine
179.0769144,C6H10N2O4,23,C13-label-6,[M-H]-,N-Acetylasparagine
103.0036874,C3H4O4,24,C12 PARENT,[M-H]-,Malonic acid_isomer
104.0070422,C3H4O4,24,C13-label-1,[M-H]-,Malonic acid_isomer
105.0103971,C3H4O4,24,C13-label-2,[M-H]-,Malonic acid_isomer
106.0137519,C3H4O4,24,C13-label-3,[M-H]-,Malonic acid_isomer
171.0064059,C3H9O6P,25,C12 PARENT,[M-H]-,Glycerol 3-phosphate_isomer
172.0097607,C3H9O6P,25,C13-label-1,[M-H]-,Glycerol 3-phosphate_isomer
173.0131156,C3H9O6P,25,C13-label-2,[M-H]-,Glycerol 3-phosphate_isomer
174.0164704,C3H9O6P,25,C13-label-3,[M-H]-,Glycerol 3-phosphate_isomer
174.0884184,C6H13N3O3,26,C12 PARENT,[M-H]-,Citrulline
175.0917732,C6H13N3O3,26,C13-label-1,[M-H]-,Citrulline
176.0951281,C6H13N3O3,26,C13-label-2,[M-H]-,Citrulline
177.0984829,C6H13N3O3,26,C13-label-3,[M-H]-,Citrulline
178.1018377,C6H13N3O3,26,C13-label-4,[M-H]-,Citrulline
179.1051926,C6H13N3O3,26,C13-label-5,[M-H]-,Citrulline
180.1085474,C6H13N3O3,26,C13-label-6,[M-H]-,Citrulline
178.0179571,C5H9NO4S,27,C12 PARENT,[M-H]-,Carboxymethyl-cysteine
179.0213119,C5H9NO4S,27,C13-label-1,[M-H]-,Carboxymethyl-cysteine
180.0246668,C5H9NO4S,27,C13-label-2,[M-H]-,Carboxymethyl-cysteine
181.0280216,C5H9NO4S,27,C13-label-3,[M-H]-,Carboxymethyl-cysteine
182.0313764,C5H9NO4S,27,C13-label-4,[M-H]-,Carboxymethyl-cysteine
183.0347313,C5H9NO4S,27,C13-label-5,[M-H]-,Carboxymethyl-cysteine
199.0070581,C8H8O4S,28,C12 PARENT,[M-H]-,Vinylphenol sulfate
200.0104129,C8H8O4S,28,C13-label-1,[M-H]-,Vinylphenol sulfate
201.0137678,C8H8O4S,28,C13-label-2,[M-H]-,Vinylphenol sulfate
202.0171226,C8H8O4S,28,C13-label-3,[M-H]-,Vinylphenol sulfate
203.0204774,C8H8O4S,28,C13-label-4,[M-H]-,Vinylphenol sulfate
204.0238323,C8H8O4S,28,C13-label-5,[M-H]-,Vinylphenol sulfate
205.0271871,C8H8O4S,28,C13-label-6,[M-H]-,Vinylphenol sulfate
206.0305419,C8H8O4S,28,C13-label-7,[M-H]-,Vinylphenol sulfate
207.0338968,C8H8O4S,28,C13-label-8,[M-H]-,Vinylphenol sulfate
181.0717694,C6H14O6,29,C12 PARENT,[M-H]-,Mannitol
182.0751242,C6H14O6,29,C13-label-1,[M-H]-,Mannitol
183.0784791,C6H14O6,29,C13-label-2,[M-H]-,Mannitol
184.0818339,C6H14O6,29,C13-label-3,[M-H]-,Mannitol
185.0851887,C6H14O6,29,C13-label-4,[M-H]-,Mannitol
186.0885436,C6H14O6,29,C13-label-5,[M-H]-,Mannitol
187.0918984,C6H14O6,29,C13-label-6,[M-H]-,Mannitol
187.0400714,C11H8O3,30,C12 PARENT,[M-H]-,Hydroxy-naphthoic acid
188.0434262,C11H8O3,30,C13-label-1,[M-H]-,Hydroxy-naphthoic acid
189.0467811,C11H8O3,30,C13-label-2,[M-H]-,Hydroxy-naphthoic acid
190.0501359,C11H8O3,30,C13-label-3,[M-H]-,Hydroxy-naphthoic acid
191.0534907,C11H8O3,30,C13-label-4,[M-H]-,Hydroxy-naphthoic acid
192.0568456,C11H8O3,30,C13-label-5,[M-H]-,Hydroxy-naphthoic acid
193.0602004,C11H8O3,30,C13-label-6,[M-H]-,Hydroxy-naphthoic acid
194.0635552,C11H8O3,30,C13-label-7,[M-H]-,Hydroxy-naphthoic acid
195.0669101,C11H8O3,30,C13-label-8,[M-H]-,Hydroxy-naphthoic acid
196.0702601,C11H8O3,30,C13-label-9,[M-H]-,Hydroxy-naphthoic acid
197.0736101,C11H8O3,30,C13-label-10,[M-H]-,Hydroxy-naphthoic acid
198.0769601,C11H8O3,30,C13-label-11,[M-H]-,Hydroxy-naphthoic acid
187.0724354,C7H12N2O4,31,C12 PARENT,[M-H]-,N-Acetyl-glutamine
188.0757902,C7H12N2O4,31,C13-label-1,[M-H]-,N-Acetyl-glutamine
189.0791451,C7H12N2O4,31,C13-label-2,[M-H]-,N-Acetyl-glutamine
190.0824999,C7H12N2O4,31,C13-label-3,[M-H]-,N-Acetyl-glutamine
191.0858547,C7H12N2O4,31,C13-label-4,[M-H]-,N-Acetyl-glutamine
192.0892096,C7H12N2O4,31,C13-label-5,[M-H]-,N-Acetyl-glutamine
193.0925644,C7H12N2O4,31,C13-label-6,[M-H]-,N-Acetyl-glutamine
194.0959192,C7H12N2O4,31,C13-label-7,[M-H]-,N-Acetyl-glutamine
188.0564524,C7H11NO5,32,C12 PARENT,[M-H]-,Acetyl-glutamate_isomer
189.0598072,C7H11NO5,32,C13-label-1,[M-H]-,Acetyl-glutamate_isomer
190.0631621,C7H11NO5,32,C13-label-2,[M-H]-,Acetyl-glutamate_isomer
191.0665169,C7H11NO5,32,C13-label-3,[M-H]-,Acetyl-glutamate_isomer
192.0698717,C7H11NO5,32,C13-label-4,[M-H]-,Acetyl-glutamate_isomer
193.0732266,C7H11NO5,32,C13-label-5,[M-H]-,Acetyl-glutamate_isomer
194.0765814,C7H11NO5,32,C13-label-6,[M-H]-,Acetyl-glutamate_isomer
195.0799362,C7H11NO5,32,C13-label-7,[M-H]-,Acetyl-glutamate_isomer
191.0197354,C6H8O7,33,C12 PARENT,[M-H]-,Citrate
192.0230902,C6H8O7,33,C13-label-1,[M-H]-,Citrate
193.0264451,C6H8O7,33,C13-label-2,[M-H]-,Citrate
194.0297999,C6H8O7,33,C13-label-3,[M-H]-,Citrate
195.0331547,C6H8O7,33,C13-label-4,[M-H]-,Citrate
196.0365096,C6H8O7,33,C13-label-5,[M-H]-,Citrate
197.0398644,C6H8O7,33,C13-label-6,[M-H]-,Citrate
201.1132374,C10H18O4,34,C12 PARENT,[M-H]-,N-Lactoylisoleucine
202.1165922,C10H18O4,34,C13-label-1,[M-H]-,N-Lactoylisoleucine
203.1199471,C10H18O4,34,C13-label-2,[M-H]-,N-Lactoylisoleucine
204.1233019,C10H18O4,34,C13-label-3,[M-H]-,N-Lactoylisoleucine
205.1266567,C10H18O4,34,C13-label-4,[M-H]-,N-Lactoylisoleucine
206.1300116,C10H18O4,34,C13-label-5,[M-H]-,N-Lactoylisoleucine
207.1333664,C10H18O4,34,C13-label-6,[M-H]-,N-Lactoylisoleucine
208.1367212,C10H18O4,34,C13-label-7,[M-H]-,N-Lactoylisoleucine
209.1400761,C10H18O4,34,C13-label-8,[M-H]-,N-Lactoylisoleucine
210.1434261,C10H18O4,34,C13-label-9,[M-H]-,N-Lactoylisoleucine
211.1467761,C10H18O4,34,C13-label-10,[M-H]-,N-Lactoylisoleucine
203.0197354,C7H8O7,35,C12 PARENT,[M-H]-,Daucic acid
204.0230902,C7H8O7,35,C13-label-1,[M-H]-,Daucic acid
205.0264451,C7H8O7,35,C13-label-2,[M-H]-,Daucic acid
206.0297999,C7H8O7,35,C13-label-3,[M-H]-,Daucic acid
207.0331547,C7H8O7,35,C13-label-4,[M-H]-,Daucic acid
208.0365096,C7H8O7,35,C13-label-5,[M-H]-,Daucic acid
209.0398644,C7H8O7,35,C13-label-6,[M-H]-,Daucic acid
210.0432192,C7H8O7,35,C13-label-7,[M-H]-,Daucic acid
203.0561194,C8H12O6,36,C12 PARENT,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
204.0594742,C8H12O6,36,C13-label-1,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
205.0628291,C8H12O6,36,C13-label-2,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
206.0661839,C8H12O6,36,C13-label-3,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
207.0695387,C8H12O6,36,C13-label-4,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
208.0728936,C8H12O6,36,C13-label-5,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
209.0762484,C8H12O6,36,C13-label-6,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
210.0796032,C8H12O6,36,C13-label-7,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
211.0829581,C8H12O6,36,C13-label-8,[M-H]-,Trihydroxy-(hydroxymethyl)-methoxy-cyclohexenone
231.0233741,C11H8N2O2S,37,C12 PARENT,[M-H]-,Cyclobrassinone_isomer
232.0267289,C11H8N2O2S,37,C13-label-1,[M-H]-,Cyclobrassinone_isomer
233.0300838,C11H8N2O2S,37,C13-label-2,[M-H]-,Cyclobrassinone_isomer
234.0334386,C11H8N2O2S,37,C13-label-3,[M-H]-,Cyclobrassinone_isomer
235.0367934,C11H8N2O2S,37,C13-label-4,[M-H]-,Cyclobrassinone_isomer
236.0401483,C11H8N2O2S,37,C13-label-5,[M-H]-,Cyclobrassinone_isomer
237.0435031,C11H8N2O2S,37,C13-label-6,[M-H]-,Cyclobrassinone_isomer
238.0468579,C11H8N2O2S,37,C13-label-7,[M-H]-,Cyclobrassinone_isomer
239.0502128,C11H8N2O2S,37,C13-label-8,[M-H]-,Cyclobrassinone_isomer
240.0535628,C11H8N2O2S,37,C13-label-9,[M-H]-,Cyclobrassinone_isomer
241.0569128,C11H8N2O2S,37,C13-label-10,[M-H]-,Cyclobrassinone_isomer
242.0602628,C11H8N2O2S,37,C13-label-11,[M-H]-,Cyclobrassinone_isomer
231.0485261,C13H12O2S,38,C12 PARENT,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
232.0518809,C13H12O2S,38,C13-label-1,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
233.0552358,C13H12O2S,38,C13-label-2,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
234.0585906,C13H12O2S,38,C13-label-3,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
235.0619454,C13H12O2S,38,C13-label-4,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
236.0653003,C13H12O2S,38,C13-label-5,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
237.0686551,C13H12O2S,38,C13-label-6,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
238.0720099,C13H12O2S,38,C13-label-7,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
239.0753648,C13H12O2S,38,C13-label-8,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
240.0787148,C13H12O2S,38,C13-label-9,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
241.0820648,C13H12O2S,38,C13-label-10,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
242.0854148,C13H12O2S,38,C13-label-11,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
243.0887648,C13H12O2S,38,C13-label-12,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
244.0921148,C13H12O2S,38,C13-label-13,[M-H]-,[(Methylthio)-pentenynyl]-furanacrolein_isomer
218.0670184,C8H13NO6,39,C12 PARENT,[M-H]-,Succinyl-homoserine_isomer
219.0703732,C8H13NO6,39,C13-label-1,[M-H]-,Succinyl-homoserine_isomer
220.0737281,C8H13NO6,39,C13-label-2,[M-H]-,Succinyl-homoserine_isomer
221.0770829,C8H13NO6,39,C13-label-3,[M-H]-,Succinyl-homoserine_isomer
222.0804377,C8H13NO6,39,C13-label-4,[M-H]-,Succinyl-homoserine_isomer
223.0837926,C8H13NO6,39,C13-label-5,[M-H]-,Succinyl-homoserine_isomer
224.0871474,C8H13NO6,39,C13-label-6,[M-H]-,Succinyl-homoserine_isomer
225.0905022,C8H13NO6,39,C13-label-7,[M-H]-,Succinyl-homoserine_isomer
226.0938571,C8H13NO6,39,C13-label-8,[M-H]-,Succinyl-homoserine_isomer
220.0826684,C8H15NO6,40,C12 PARENT,[M-H]-,N-Acetyl-glucosamine_isomer
221.0860232,C8H15NO6,40,C13-label-1,[M-H]-,N-Acetyl-glucosamine_isomer
222.0893781,C8H15NO6,40,C13-label-2,[M-H]-,N-Acetyl-glucosamine_isomer
223.0927329,C8H15NO6,40,C13-label-3,[M-H]-,N-Acetyl-glucosamine_isomer
224.0960877,C8H15NO6,40,C13-label-4,[M-H]-,N-Acetyl-glucosamine_isomer
225.0994426,C8H15NO6,40,C13-label-5,[M-H]-,N-Acetyl-glucosamine_isomer
226.1027974,C8H15NO6,40,C13-label-6,[M-H]-,N-Acetyl-glucosamine_isomer
227.1061522,C8H15NO6,40,C13-label-7,[M-H]-,N-Acetyl-glucosamine_isomer
228.1095071,C8H15NO6,40,C13-label-8,[M-H]-,N-Acetyl-glucosamine_isomer
225.1860054,C14H26O2,41,C12 PARENT,[M-H]-,C14:1 FA (Tetradecenoic acid)
226.1893602,C14H26O2,41,C13-label-1,[M-H]-,C14:1 FA (Tetradecenoic acid)
227.1927151,C14H26O2,41,C13-label-2,[M-H]-,C14:1 FA (Tetradecenoic acid)
228.1960699,C14H26O2,41,C13-label-3,[M-H]-,C14:1 FA (Tetradecenoic acid)
229.1994247,C14H26O2,41,C13-label-4,[M-H]-,C14:1 FA (Tetradecenoic acid)
230.2027796,C14H26O2,41,C13-label-5,[M-H]-,C14:1 FA (Tetradecenoic acid)
231.2061344,C14H26O2,41,C13-label-6,[M-H]-,C14:1 FA (Tetradecenoic acid)
232.2094892,C14H26O2,41,C13-label-7,[M-H]-,C14:1 FA (Tetradecenoic acid)
233.2128441,C14H26O2,41,C13-label-8,[M-H]-,C14:1 FA (Tetradecenoic acid)
234.2161941,C14H26O2,41,C13-label-9,[M-H]-,C14:1 FA (Tetradecenoic acid)
235.2195441,C14H26O2,41,C13-label-10,[M-H]-,C14:1 FA (Tetradecenoic acid)
236.2228941,C14H26O2,41,C13-label-11,[M-H]-,C14:1 FA (Tetradecenoic acid)
237.2262441,C14H26O2,41,C13-label-12,[M-H]-,C14:1 FA (Tetradecenoic acid)
238.2295941,C14H26O2,41,C13-label-13,[M-H]-,C14:1 FA (Tetradecenoic acid)
239.2329441,C14H26O2,41,C13-label-14,[M-H]-,C14:1 FA (Tetradecenoic acid)
226.0122209,C5H10NO7P,42,C12 PARENT,[M-H]-,Glutamic acid 5-phosphate
227.0155757,C5H10NO7P,42,C13-label-1,[M-H]-,Glutamic acid 5-phosphate
228.0189306,C5H10NO7P,42,C13-label-2,[M-H]-,Glutamic acid 5-phosphate
229.0222854,C5H10NO7P,42,C13-label-3,[M-H]-,Glutamic acid 5-phosphate
230.0256402,C5H10NO7P,42,C13-label-4,[M-H]-,Glutamic acid 5-phosphate
231.0289951,C5H10NO7P,42,C13-label-5,[M-H]-,Glutamic acid 5-phosphate
227.1037354,C10H16N2O4,43,C12 PARENT,[M-H]-,Pyroglutamylvaline
228.1070902,C10H16N2O4,43,C13-label-1,[M-H]-,Pyroglutamylvaline
229.1104451,C10H16N2O4,43,C13-label-2,[M-H]-,Pyroglutamylvaline
230.1137999,C10H16N2O4,43,C13-label-3,[M-H]-,Pyroglutamylvaline
231.1171547,C10H16N2O4,43,C13-label-4,[M-H]-,Pyroglutamylvaline
232.1205096,C10H16N2O4,43,C13-label-5,[M-H]-,Pyroglutamylvaline
233.1238644,C10H16N2O4,43,C13-label-6,[M-H]-,Pyroglutamylvaline
234.1272192,C10H16N2O4,43,C13-label-7,[M-H]-,Pyroglutamylvaline
235.1305741,C10H16N2O4,43,C13-label-8,[M-H]-,Pyroglutamylvaline
236.1339241,C10H16N2O4,43,C13-label-9,[M-H]-,Pyroglutamylvaline
237.1372741,C10H16N2O4,43,C13-label-10,[M-H]-,Pyroglutamylvaline
227.2016554,C14H28O2,44,C12 PARENT,[M-H]-,C14:0 FA(Myristic acid)
228.2050102,C14H28O2,44,C13-label-1,[M-H]-,C14:0 FA(Myristic acid)
229.2083651,C14H28O2,44,C13-label-2,[M-H]-,C14:0 FA(Myristic acid)
230.2117199,C14H28O2,44,C13-label-3,[M-H]-,C14:0 FA(Myristic acid)
231.2150747,C14H28O2,44,C13-label-4,[M-H]-,C14:0 FA(Myristic acid)
232.2184296,C14H28O2,44,C13-label-5,[M-H]-,C14:0 FA(Myristic acid)
233.2217844,C14H28O2,44,C13-label-6,[M-H]-,C14:0 FA(Myristic acid)
234.2251392,C14H28O2,44,C13-label-7,[M-H]-,C14:0 FA(Myristic acid)
235.2284941,C14H28O2,44,C13-label-8,[M-H]-,C14:0 FA(Myristic acid)
236.2318441,C14H28O2,44,C13-label-9,[M-H]-,C14:0 FA(Myristic acid)
237.2351941,C14H28O2,44,C13-label-10,[M-H]-,C14:0 FA(Myristic acid)
238.2385441,C14H28O2,44,C13-label-11,[M-H]-,C14:0 FA(Myristic acid)
239.2418941,C14H28O2,44,C13-label-12,[M-H]-,C14:0 FA(Myristic acid)
240.2452441,C14H28O2,44,C13-label-13,[M-H]-,C14:0 FA(Myristic acid)
241.2485941,C14H28O2,44,C13-label-14,[M-H]-,C14:0 FA(Myristic acid)
248.0094574,C4H13NO7P2,45,C12 PARENT,[M-H]-,Alendronic acid
249.0128122,C4H13NO7P2,45,C13-label-1,[M-H]-,Alendronic acid
250.0161671,C4H13NO7P2,45,C13-label-2,[M-H]-,Alendronic acid
251.0195219,C4H13NO7P2,45,C13-label-3,[M-H]-,Alendronic acid
252.0228767,C4H13NO7P2,45,C13-label-4,[M-H]-,Alendronic acid
248.0499231,C11H11N3O2S,46,C12 PARENT,[M-H]-,Sulfapyridine
249.0532779,C11H11N3O2S,46,C13-label-1,[M-H]-,Sulfapyridine
250.0566328,C11H11N3O2S,46,C13-label-2,[M-H]-,Sulfapyridine
251.0599876,C11H11N3O2S,46,C13-label-3,[M-H]-,Sulfapyridine
